fix		1 all npt temp 300 300 1 y 0 0 1000 z 0 0 1000
fix		2 all deform 1 x erate 1e-5 units box remap x

run		200000
PPPM initialization ...
  using 12-bit tables for long-range coulomb (../kspace.cpp:342)
  G vector (1/distance) = 0.17300879
  grid = 24 24 20
  stencil order = 5
  estimated absolute RMS force accuracy = 0.031818741
  estimated relative force accuracy = 9.5821193e-05
  using double precision KISS FFT
  3d grid and FFT values/proc = 1210 216
Generated 440391 of 440391 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update every 1 steps, delay 10 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 13
  ghost atom cutoff = 13
  binsize = 6.5, bins = 17 16 16
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut/coul/long, perpetual
      attributes: half, newton on
      pair build: half/bin/newton
      stencil: half/bin/3d
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 23.38 | 23.72 | 24.17 Mbytes
   Step          Temp          TotEng           Lx             Ly             Lz           Press           Pxx            Pyy            Pzz           Volume    
     31700   299.42983      144460.87      123.84036      92.576747      90.053938     -150.89009     -755.09274      169.93968      132.4828       1032444.8    
     31800   300.24168      144755.21      123.89381      92.555488      90.026571     -135.13905     -548.98426      169.07095     -25.503834      1032339.3    
     31900   301.4653       144927.74      123.94726      92.53408       90.000193     -373.53807     -1098.2184     -71.595708      49.199864      1032243.3    
     32000   300.14925      144686.67      124.0007       92.518372      89.980954     -409.69776     -646.63166     -282.89861     -299.56299      1032292.4    
     32100   300.56055      144788.68      124.05415      92.503587      89.959654     -407.4624      -1194.1193      116.05027     -144.31815      1032327.9    
     32200   299.97976      144567.6       124.1076       92.493689      89.942543     -169.4198      -492.38732     -4.1130372     -11.759054      1032465.7    
     32300   299.61909      144309.49      124.16105      92.488949      89.927844     -235.7996      -532.36933      5.7872971     -180.81675      1032688.6    
     32400   299.19514      144422.68      124.2145       92.484033      89.913589     -514.1023      -1096.0982     -206.68706     -239.52164      1032914.5    
     32500   300.78028      144986.91      124.26795      92.474453      89.893593      164.97884     -419.40462      193.6947       720.64644      1033022.2    
     32600   299.61968      144791.51      124.3214       92.463461      89.874469     -496.44359     -809.32692     -379.45173     -300.55211      1033123.8    
     32700   300.95087      144695.77      124.37484      92.443348      89.851863     -40.856463     -481.94476      174.46855      184.90682      1033083.2    
     32800   299.8161       144381.36      124.42829      92.423951      89.832943     -196.7347      -837.331        27.963355      219.16353      1033092.7    
     32900   299.84094      144434.3       124.48174      92.398805      89.815866     -406.98189     -193.88297     -600.07143     -426.99127      1033058.9    
     33000   300.95919      145218.67      124.53519      92.369101      89.785472      8.1617072     -548.65054      302.4168       270.71887      1032820.6    
     33100   300.17341      144468.63      124.58864      92.343388      89.755658     -261.25499     -784.08655     -121.13023      121.45181      1032633.2    
     33200   300.11092      144785.3       124.64209      92.319408      89.732736     -130.54671     -414.10168     -68.973174      91.434733      1032544.2    
     33300   299.69836      144530.69      124.69554      92.291586      89.707153     -389.77504     -1085.5243     -89.34172       5.5408651      1032381.2    
     33400   298.92998      144319.88      124.74898      92.264797      89.687885     -284.38326     -717.14682      113.90223     -249.9052       1032302.1    
     33500   300.72358      144842.76      124.80243      92.24615       89.671436     -222.14662     -884.82044      25.763281      192.61729      1032346.3    
     33600   300.57326      145089.97      124.85588      92.230173      89.660556     -95.267719     -715.92038      156.33815      273.77907      1032484.3    
     33700   300.32868      144331.19      124.90933      92.220606      89.653318     -478.85851     -1110.3724     -39.08921      -287.11391      1032735.8    
     33800   300.00011      144888.99      124.96278      92.208534      89.646383     -404.48052     -942.96936     -120.71846     -149.75374      1032962.5    
     33900   300.47034      145000.51      125.01623      92.196566      89.640696     -157.40424     -308.9529      -381.02974      217.76991      1033204.7    
     34000   299.88848      144559.37      125.06968      92.183316      89.635525     -101.82492     -313.62894      273.08238     -264.9282       1033438.2    
     34100   299.54851      144568.98      125.12312      92.170632      89.626189     -446.29686     -864.94934     -289.75963     -184.18162      1033629.9    
     34200   300.51261      145015.68      125.17657      92.155404      89.611569     -155.17118     -339.34625     -285.74297      159.57567      1033732      
     34300   300.05883      144362.98      125.23002      92.136046      89.600378     -59.549647     -566.86729      188.77009      199.44826      1033827      
     34400   301.298        145008.49      125.28347      92.115568      89.589224     -376.58064     -704.80506     -124.59428     -300.34257      1033909.6    
     34500   298.0087       143817.72      125.33692      92.092517      89.575841     -400.59893     -861.54127     -512.64949      172.39397      1033937.4    
     34600   300.14288      144790.26      125.39037      92.059624      89.561691     -352.80683     -978.59576     -61.768813     -18.055919      1033845.5    
     34700   299.97198      144843.16      125.44382      92.019823      89.54083      -216.27879     -486.02393     -51.63132      -111.18112      1033598.3    
     34800   300.62526      144980.25      125.49726      91.975942      89.511414      45.398249     -122.94348      257.12243      2.0157971      1033206      
     34900   300.54524      145010.47      125.55071      91.943099      89.487241     -257.49229     -576.95241      113.86316     -309.38763      1032997.9    
     35000   300.36914      144905.32      125.60416      91.924099      89.467681     -169.92023     -707.96098      196.04085      2.1594487      1032998.3    
     35100   299.68119      144658.24      125.65761      91.910368      89.450018     -259.87537     -469.17029     -119.21139     -191.24444      1033079.5    
     35200   300.24037      144638.64      125.71106      91.890321      89.425253     -413.5947      -875.08731      39.779903     -405.47669      1033007.4    
     35300   300.96524      145118.61      125.76451      91.86946       89.404271     -122.63651     -832.77263      318.44811      146.41498      1032969.6    
     35400   300.36206      144649.57      125.81796      91.856052      89.385495     -270.77336     -400.63082     -378.66363     -33.025645      1033040.7    
     35500   300.37621      144637.06      125.8714       91.84154       89.365847     -262.40245     -1173.6905      208.99005      177.49308      1033089.2    
     35600   300.31718      144376.9       125.92485      91.820874      89.34624      -527.25903     -574.0529      -643.23438     -364.48981      1033068.6    
     35700   300.31905      144768.3       125.9783       91.789007      89.323396     -303.3491      -869.51506     -288.48454      247.9523       1032884.2    
     35800   300.41149      144712.14      126.03175      91.75753       89.294637     -90.352611     -602.56635      75.294855      256.21366      1032635.5    
     35900   299.59063      144038.01      126.0852       91.727997      89.26999      -351.89501     -964.26352      127.17233     -218.59383      1032455.9    
     36000   299.43389      144192.68      126.13865      91.703715      89.254077      31.158578     -318.7651      -27.936917      440.17775      1032436      
     36100   300.41406      144749.55      126.1921       91.682714      89.249549     -120.18583     -173.61239     -40.582891     -146.36219      1032584.6    
     36200   301.16034      144950.63      126.24554      91.663425      89.246552     -112.27106     -680.67479      77.202677      266.65893      1032769.9    
     36300   299.54265      144244.39      126.29899      91.64179       89.240848     -428.35618     -946.80704     -56.233981     -282.02751      1032897.3    
     36400   300.09231      144406.09      126.35244      91.619729      89.227765     -487.281       -1120.0374     -289.81754     -51.988014      1032934.2    
     36500   298.61857      144235.66      126.40589      91.602795      89.214264     -207.47375     -764.11187      42.123491      99.567123      1033023.8    
     36600   300.53542      144776.61      126.45934      91.586331      89.199663     -200.77362     -593.40414      136.86868     -145.78539      1033105.8    
     36700   299.82177      144554.25      126.51279      91.568021      89.186462     -362.51189     -959.63107     -190.5974       62.692815      1033182.8    
     36800   299.54169      144520.8       126.56624      91.547512      89.171256     -122.66386     -824.11803      231.94826      224.17818      1033211.7    
     36900   299.94934      144516.33      126.61968      91.528546      89.156365     -204.72383     -533.13234     -188.99016      107.95101      1033261.3    
     37000   299.71407      144457         126.67313      91.50848       89.140404     -423.06317     -997.33817     -144.85453     -126.99682      1033285.8    
     37100   299.09868      144268.55      126.72658      91.484512      89.120765     -446.74487     -1067.8381      160.37209     -432.76855      1033223.3    
     37200   301.77319      145303.19      126.78003      91.461683      89.089564     -107.76722     -317.51705      89.913758     -95.698376      1033039.4    
     37300   301.01357      145076.67      126.83348      91.436233      89.062215     -376.29553     -1087.2843      16.283947     -57.886264      1032870.1    
     37400   300.54977      144436.48      126.88693      91.414333      89.045083     -156.77199     -740.86754      161.09124      109.46033      1032859.2    
     37500   301.32115      145212.83      126.94038      91.388325      89.023668     -322.95726     -864.88289      76.966147     -180.95503      1032751.9    
     37600   299.73062      144431.34      126.99382      91.3661        88.997197     -586.7471      -844.75049     -393.97291     -521.51791      1032628.3    
     37700   299.53441      144337.4       127.04727      91.344233      88.962028     -92.039148     -834.07331      44.168318      513.78755      1032407.5    
     37800   300.46836      144592.4       127.10072      91.320036      88.937055     -569.44725     -768.15173     -659.01603     -281.17398      1032278.4    
     37900   300.34793      144484.92      127.15417      91.299749      88.917957      61.370206     -380.74755      145.2534       419.60477      1032261.4    
     38000   300.97207      144931.75      127.20762      91.279653      88.90511      -447.38947     -741.85242     -467.84383     -132.47216      1032318.8    
     38100   299.27543      144480.15      127.26107      91.258304      88.894786     -316.77242     -672.28789      41.909592     -319.93897      1032391.1    
     38200   299.68314      144625.46      127.31452      91.239247      88.878028     -308.84862     -998.22942     -57.834238      129.51779      1032414.3    
     38300   301.72072      145140.98      127.36796      91.225797      88.858567     -370.80044     -923.77289      26.947923     -215.57635      1032469.4    
     38400   300.96645      144802.64      127.42141      91.210645      88.841146      120.74285     -266.07532      25.403367      602.9005       1032528.6    
     38500   299.21516      144866.86      127.47486      91.191526      88.825674     -317.50272     -753.29202     -60.015778     -139.20036      1032565.3    
     38600   300.49807      144936.18      127.52831      91.172028      88.810077     -467.31534     -971.19425     -162.97772     -267.77406      1032596.1    
     38700   300.42437      144943.15      127.58176      91.152288      88.796945     -359.26851     -982.96278      31.990495     -126.83325      1032652.5    
     38800   300.45524      144830.55      127.63521      91.123138      88.778582     -628.72648     -880.12775     -425.85707     -580.19462      1032541.1    
     38900   301.69824      145254.8       127.68866      91.096485      88.760175     -138.60068     -994.46672      390.85732      187.80734      1032457.3    
     39000   300.70405      144764.1       127.7421       91.076399      88.745738     -284.65487     -808.43503     -83.87353       38.34395       1032493.7    
     39100   302.12034      145082.23      127.79555      91.061052      88.732709     -454.3736      -800.24041      139.54703     -702.42743      1032600.1    
     39200   299.19507      144182.88      127.849        91.0409        88.712852     -76.793909     -692.85378      273.28654      189.18552      1032572.2    
     39300   298.93811      144787.54      127.90245      91.018015      88.689458     -125.17187     -711.3583       210.19291      125.6498       1032471.9    
     39400   299.4841       144556.85      127.9559       91.002694      88.674908     -21.024984     -570.14918      290.48335      216.59088      1032560      
     39500   300.52996      144597.12      128.00935      90.986666      88.6666       -786.14603     -1196.4545     -686.67209     -475.31149      1032712.6    
     39600   299.21314      144457.59      128.0628       90.961889      88.646351     -210.0268      -523.89426     -94.408534     -11.777597      1032626.6    
     39700   300.33601      144934.8       128.11624      90.942352      88.630693      25.216563     -613.08761      311.52125      377.21605      1032653.3    
     39800   299.80101      144822.35      128.16969      90.927308      88.616883     -409.92017     -850.77168     -17.647177     -361.34164      1032752.2    
     39900   300.20072      144845.3       128.22314      90.917473      88.598879     -216.47437     -966.74593      54.784742      262.53809      1032861.3    
     40000   299.20138      144360.04      128.27659      90.902947      88.580603     -444.24467     -948.83463     -306.27184     -77.627552      1032913.6    
     40100   301.53018      145235.03      128.33004      90.886851      88.563211     -548.36079     -1169.1456     -20.442664     -455.49408      1032958.2    
     40200   300.03989      144762.32      128.38349      90.870777      88.545733     -297.32614     -500.42578     -245.47504     -146.0776       1033001.7    
     40300   300.11946      144239.68      128.43694      90.847291      88.523964     -708.51979     -1564.7777     -126.94556     -433.83609      1032910.7    
     40400   300.86422      144440.48      128.49038      90.824544      88.493071     -255.29727     -613.27361     -182.76968      30.151495      1032721.3    
     40500   299.61519      144500.14      128.54383      90.800754      88.465344     -56.971125     -355.70398      38.666995      146.12361      1032556.6    
     40600   300.52761      145107.32      128.59728      90.77711       88.44274      -332.11993     -762.96293     -111.05401     -122.34283      1032453.1    
     40700   299.40846      144832.56      128.65073      90.755523      88.424989     -158.72159     -602.84696     -30.612545      157.29474      1032429.3    
     40800   298.62399      144169.3       128.70418      90.735333      88.406666     -176.87785     -546.33253     -152.92143      168.62043      1032414.5    
     40900   299.8983       144317.59      128.75763      90.7158        88.391868      85.303021     -451.07528      170.01296      536.97139      1032448.1    
     41000   299.7611       144711.97      128.81108      90.690852      88.381423     -474.26521     -875.57989     -411.92978     -135.28597      1032470.6    
     41100   298.064        144358.45      128.86452      90.653595      88.367931     -471.11865     -1038.4164     -82.159705     -292.77982      1032317      
     41200   300.3925       144830.22      128.91797      90.614926      88.353278     -180.61521     -506.72932      35.505983     -70.622286      1032133.5    
     41300   301.54182      145231.14      128.97142      90.580584      88.343273     -412.8974      -1037.5144     -131.86508     -69.312742      1032053.2    
     41400   299.50313      144783.6       129.02487      90.554594      88.332318     -160.81595     -694.96177     -184.83095      397.34487      1032056.7    
     41500   299.73605      144709.21      129.07832      90.532575      88.319313     -258.13965     -641.7397       72.863952     -205.5432       1032081.2    
     41600   300.37825      145346.76      129.13177      90.509671      88.30171      -411.83892     -1237.4299     -27.880483      29.793641      1032041.6    
     41700   297.45507      144373.15      129.18522      90.490881      88.285502     -389.60845     -715.03364     -206.63557     -247.15612      1032064.9    
     41800   299.17284      144206.54      129.23866      90.473327      88.263883     -429.85309     -756.60658     -312.07418     -220.87852      1032038.9    
     41900   300.20716      144553.88      129.29211      90.45338       88.240764     -307.0283      -876.22561     -261.33627      216.47698      1031967.7    
     42000   300.19512      144592.05      129.34556      90.428345      88.221728     -311.35706     -913.27181      199.65777     -220.45714      1031885.9    
     42100   299.97411      145040.86      129.39901      90.405065      88.202666     -150.90172     -785.98794      253.61341      79.669357      1031823.5    
     42200   300.29583      144771.81      129.45246      90.384174      88.18045      -419.9582      -798.11025     -150.79548     -310.96886      1031751.3    
     42300   300.39269      144273.25      129.50591      90.357067      88.150574     -207.66304     -1059.2528      229.26024      207.00348      1031518.1    
     42400   300.20382      144850.75      129.55936      90.33478       88.116781     -326.71784     -380.57586     -295.7876      -303.79006      1031293.8    
     42500   300.41805      144948.31      129.6128       90.315422      88.083932     -477.83614     -1094.1345     -145.31224     -194.06165      1031113.6    
     42600   300.52286      144648.54      129.66625      90.291413      88.052137     -102.30902     -451.94093     -55.915182      200.92907      1030892.3    
     42700   299.49544      144324.41      129.7197       90.271499      88.022982     -138.37856     -457.22887      258.04149     -215.9483       1030748.4    
     42800   299.74919      144559.24      129.77315      90.26269       87.99763      -337.75283     -773.5861      -194.98972     -44.68267       1030775.5    
     42900   299.72619      144242.37      129.8266       90.255583      87.975041     -39.40903      -540.4591      -17.935719      440.16773      1030854.2    
     43000   299.39259      144254.77      129.88005      90.240311      87.954614     -640.62887     -1297.7199     -234.0462      -390.12055      1030864.7    
     43100   300.42678      144409.07      129.9335       90.22224       87.939329     -335.68231     -966.44803     -104.64744      64.048523      1030903.2    
     43200   297.91539      144081.83      129.98694      90.202691      87.928908     -344.02278     -844.90302     -385.53595      198.37065      1030981.6    
     43300   301.05614      144921.97      130.04039      90.181302      87.915006     -509.75785     -955.9852      -242.75375     -330.53459      1030997.9    
     43400   298.90752      144005.48      130.09384      90.15453       87.892162     -77.813103     -529.73267     -92.924725      389.21808      1030847.5    
     43500   299.37087      144160.26      130.14729      90.129334      87.872245     -214.07837     -729.21076      167.69774     -80.722106      1030749.2    
     43600   298.80653      144187.68      130.20074      90.106583      87.851185     -396.93607     -896.42978      12.158002     -306.53644      1030665.1    
     43700   300.11855      144698.4       130.25419      90.08207       87.830843     -313.47918     -762.42774     -100.12379     -77.886016      1030569.1    
     43800   300.32551      144178.21      130.30764      90.060694      87.80813      -187.59001     -837.13389     -1.3644619      275.72831      1030480.8    
     43900   300.48796      144905.21      130.36108      90.039929      87.795132     -503.41811     -806.67276     -464.31645     -239.26512      1030513.2    
     44000   300.59409      144460.58      130.41453      90.01773       87.774678     -370.04126     -789.9993       37.850951     -357.97544      1030441.4    
     44100   298.65358      144337.29      130.46798      89.992487      87.74935      -310.09697     -947.03106     -170.48142      187.22155      1030277.2    
     44200   299.53891      144414.53      130.52143      89.966312      87.7293       -513.54101     -1097.7869     -258.46933     -184.36682      1030164.1    
     44300   298.87573      143988.22      130.57488      89.945089      87.715136     -161.8896      -831.38934     -51.936685      397.65721      1030176.5    
     44400   301.4761       144928.28      130.62833      89.925983      87.705455     -75.056919     -223.94418      81.263628     -82.490201      1030265.5    
     44500   300.93059      144821.13      130.68178      89.909786      87.698246     -284.21062     -944.43557      70.348364      21.455354      1030416.7    
     44600   300.03683      144685.56      130.73522      89.885755      87.685923     -230.25596     -732.81936      29.906067      12.145415      1030417.8    
     44700   298.41151      144207.41      130.78867      89.861516      87.67127      -167.83122     -791.49655      310.47298     -22.470081      1030388.9    
     44800   299.63459      144216.15      130.84212      89.842109      87.658964     -408.30749     -954.23873     -103.14679     -167.53697      1030442.7    
     44900   300.07954      144242.59      130.89557      89.821556      87.645044     -352.84121     -789.62926     -239.08768     -29.806697      1030464.1    
     45000   299.97145      144149.23      130.94902      89.797789      87.625738      62.474251     -278.92349      530.39437     -64.048121      1030385.1    
     45100   300.30256      144801.23      131.00247      89.779475      87.606993     -505.82405     -1005.4315     -286.00895     -226.03169      1030375      
     45200   299.15737      144127.95      131.05592      89.76405       87.589168     -268.46757     -577.81767     -223.14336     -4.441671       1030408.6    
     45300   301.12176      145323.68      131.10936      89.740243      87.565716     -253.70063     -947.36058      314.97112     -128.71242      1030279.5    
     45400   301.14512      144791.6       131.16281      89.719694      87.541013     -536.64318     -732.40965     -80.903254     -796.61665      1030172.8    
     45500   299.60948      144201.49      131.21626      89.699663      87.515858     -305.90297     -1089.2561     -172.59064      344.13787      1030066.4    
     45600   301.0142       144944.65      131.26971      89.674706      87.493357     -266.26006     -747.62867      183.32753     -234.47906      1029934.4    
     45700   300.77296      144724.75      131.32316      89.647985      87.469455     -361.30162     -1177.3025      178.76227     -85.364605      1029765.3    
     45800   300.25657      144551.84      131.37661      89.628011      87.444404     -396.89011     -642.92082     -309.65919     -238.09033      1029660      
     45900   300.52428      144733.09      131.43006      89.609999      87.427323     -631.78053     -1279.2629     -34.405306     -581.67333      1029670.7    
     46000   300.07654      143926.02      131.4835       89.586265      87.4042       -370.56956     -948.31214     -46.219585     -117.17696      1029544.2    
     46100   299.44423      144328.36      131.53695      89.564447      87.385687     -450.93406     -1089.4824      39.298394     -302.61821      1029493.8    
     46200   299.68478      144483.3       131.5904       89.540412      87.36013      -198.98004     -649.77464     -192.34025      245.17478      1029334.6    
     46300   302.17325      145336.12      131.64385      89.517155      87.341204     -567.48706     -1173.8162     -383.85304     -144.79192      1029262.2    
     46400   299.97435      144630.53      131.6973       89.492166      87.327791     -118.4867      -563.91722      267.04107     -58.583931      1029234.6    
     46500   299.40878      144510.42      131.75075      89.470551      87.316665     -536.44722     -1206.7567     -134.49227     -268.09271      1029272.4    
     46600   299.58905      144461.96      131.8042       89.443002      87.303596     -527.27691     -1395.15        45.901984     -232.58276      1029218.9    
     46700   301.31015      144770.53      131.85764      89.415229      87.286298     -150.35972     -492.03327     -77.821889      118.776        1029112.6    
     46800   298.80131      144311.49      131.91109      89.386628      87.268657     -661.2223      -1319.7485     -309.96047     -353.95793      1028992.4    
     46900   301.43061      144863.49      131.96454      89.355913      87.250221     -146.22548     -734.53328     -177.98752      473.84438      1028838.2    
     47000   299.29863      144212.24      132.01799      89.319348      87.237075     -592.94255     -1342.3801     -122.64242     -313.80513      1028678.7    
     47100   300.38579      144199.8       132.07144      89.28226       87.219627     -261.23099     -983.87723      206.06428     -5.880017       1028462.1    
     47200   300.0266       144680.11      132.12489      89.254818      87.201332     -139.06233     -930.89304      63.106616      450.59944      1028346.4    
     47300   299.33463      144198.57      132.17834      89.23183       87.189023     -96.208217     -569.89639      372.17827     -90.906534      1028352.2    
     47400   299.64624      144302.74      132.23178      89.214969      87.180763     -123.50856     -668.88742      10.569425      287.79232      1028476.2    
     47500   299.01641      144013.9       132.28523      89.201116      87.175121     -341.92846     -967.99516      25.863767     -83.653987      1028665.6    
     47600   299.1608       144361.02      132.33868      89.186607      87.166391     -446.32376     -1034.0097     -79.846837     -225.11478      1028810.8    
     47700   300.38109      144689.28      132.39213      89.167233      87.148608     -360.61487     -1088.4442      14.727839     -8.1282275      1028792.8    
     47800   299.70087      144171.48      132.44558      89.149467      87.131804     -237.19222     -873.07777      167.09642     -5.5953144      1028804.7    
     47900   300.73748      144461.03      132.49903      89.139515      87.123964      50.648191     -226.03138      183.73527      194.24068      1029012.3    
     48000   299.63275      144147.09      132.55248      89.126192      87.119339     -299.76478     -799.7295      -81.23137      -18.333471      1029218.9    
     48100   300.67385      144622.2       132.60593      89.112676      87.11859      -316.64217     -939.00389      248.09991     -259.02253      1029469      
     48200   298.54505      143780.58      132.65937      89.099558      87.117118     -308.52246     -938.62065     -67.636267      80.689531      1029714.9    
     48300   298.91903      144340.32      132.71282      89.084576      87.118345     -211.57545     -1049.4217      292.49197      122.20335      1029971.1    
     48400   299.48099      144470.27      132.76627      89.074326      87.123147     -190.8713      -796.28673      67.708354      155.96446      1030324.1    
     48500   298.83329      144266.44      132.81972      89.06915       87.125299     -414.63297     -845.98369     -206.83777     -191.07745      1030704.4    
     48600   299.71748      144259.11      132.87317      89.060456      87.126667     -105.16444     -621.04983      329.4331      -23.876594      1031034.8    
     48700   301.09635      144881.01      132.92662      89.055098      87.123995     -111.75777     -449.79602      56.022986      58.499722      1031355.8    
     48800   300.17796      144485.87      132.98007      89.040283      87.11537      -841.35713     -1425.8931     -644.87397     -453.3043       1031496.7    
     48900   299.23288      144387.85      133.03351      89.014159      87.099448     -205.25232     -599.66868      124.90726     -140.99555      1031420      
     49000   299.54999      144224.41      133.08696      88.981765      87.074966     -335.52739     -844.09483      163.50658     -325.99392      1031169      
     49100   300.37421      144279.06      133.14041      88.954014      87.050286     -525.42397     -1080.1213     -217.23651     -278.91408      1030969.1    
     49200   300.00555      144193.27      133.19386      88.926746      87.02198       21.696905     -419.41357      454.37628      30.128007      1030731.5    
     49300   299.42296      144197.38      133.24731      88.89885       86.985199     -606.37576     -963.50003     -361.9576      -493.66965      1030386      
     49400   300.13837      144064.7       133.30076      88.873664      86.945315      90.250912     -409.31811      34.549852      645.521        1030034.8    
     49500   298.86884      144075.26      133.35421      88.851556      86.91461      -680.79757     -1373.2007     -78.41775      -590.77428      1029827.6    
     49600   299.90206      144364.25      133.40765      88.831825      86.885978     -261.63772     -845.47902     -38.30075       98.866602      1029672.3    
     49700   299.39153      143825.75      133.4611       88.816303      86.854034     -289.50109     -1333.0625      96.152929      368.40631      1029526.2    
     49800   298.79709      144337.78      133.51455      88.798192      86.825299     -170.87976     -658.97962      18.196476      128.14385      1029387.8    
     49900   299.9588       144529.82      133.568        88.784357      86.802601     -213.43545     -727.8664      -35.522632      123.08267      1029370.3    
     50000   299.22056      144050.22      133.62145      88.771953      86.782124     -404.95708     -483.57162     -217.4074      -513.8922       1029395.4    
     50100   300.25214      144597.13      133.6749       88.761306      86.758213      166.01204     -267.13231      484.22154      280.94689      1029399.9    
     50200   300.57467      144486.04      133.72835      88.756596      86.738785     -455.53892     -758.72365     -448.5079      -159.38522      1029526.3    
     50300   298.78237      144126.49      133.78179      88.744552      86.719198     -196.8112      -794.51096      286.84543     -82.768094      1029565.5    
     50400   300.37065      144634.72      133.83524      88.733378      86.699534     -575.04259     -1195.0532     -369.97515     -160.09944      1029613.6    
     50500   301.49586      145114.19      133.88869      88.718581      86.681875     -107.89692     -1021.7951      359.12181      338.9825       1029643.3    
     50600   299.53568      144557.01      133.94214      88.705607      86.668232     -212.24768     -759.65686     -6.4966372      129.41045      1029741.6    
     50700   299.03972      143946.87      133.99559      88.685195      86.656171     -452.74169     -736.66106     -633.12052      11.556496      1029772.1    
     50800   300.4091       144314.5       134.04904      88.662165      86.642467     -88.565966     -518.4897       378.08257     -125.29076      1029752.5    
     50900   300.67511      144925.81      134.10249      88.641521      86.627385     -454.0769      -859.91732     -268.76599     -233.5474       1029743.9    
     51000   299.80481      144841.99      134.15593      88.618986      86.611791     -212.41662     -791.75732      33.48708       121.02038      1029707      
     51100   299.16122      144096.42      134.20938      88.601064      86.59813      -20.391108     -320.90534      75.37569       184.35633      1029746.5    
     51200   299.3165       144562.21      134.26283      88.585286      86.589876     -502.63637     -1154.8389     -262.10161     -90.968607      1029875      
     51300   299.99664      144577.21      134.31628      88.569479      86.581583     -206.00978     -519.61601     -255.8952       157.48186      1030002.5    
     51400   300.90212      145199.1       134.36973      88.548798      86.573026     -545.45561     -1332.8848     -23.291434     -280.19058      1030069.9    
     51500   300.24506      144797.11      134.42318      88.524692      86.566213     -561.98728     -813.47554     -316.48545     -556.00084      1030118      
     51600   302.27088      144708.41      134.47663      88.500317      86.554534     -139.88589     -457.05759      287.72804     -250.32813      1030104.9    
     51700   299.49313      144600.59      134.53007      88.473278      86.535653     -156.45512     -375.94391     -202.74426      109.32281      1029974.7    
     51800   299.60591      144204.26      134.58352      88.440115      86.515919     -357.70519     -935.80687      97.70524      -235.01394      1029762.8    
     51900   300.51595      144614.82      134.63697      88.411653      86.494495     -489.18267     -1012.0991     -490.19981      34.750932      1029585.3    
     52000   300.52554      144488.44      134.69042      88.378922      86.471165     -724.10791     -1038.5738     -209.84011     -923.90984      1029334.9    
     52100   299.82422      144438.88      134.74387      88.345946      86.449185     -213.96657     -659.62327     -229.31229      247.03586      1029097.5    
     52200   301.26744      145011.69      134.79732      88.316232      86.429133     -254.56988     -930.77791      231.55235     -64.484088      1028920.8    
     52300   299.60196      144596.9       134.85077      88.288007      86.408831     -117.87845     -1012.9233      155.61923      503.66878      1028758.1    
     52400   299.42785      144236.36      134.90421      88.262557      86.395442     -267.72246     -610.45044     -153.04051     -39.676429      1028709.7    
     52500   299.49298      144106.92      134.95766      88.23519       86.387452     -115.04476     -676.39119      62.026477      269.23045      1028703.1    
     52600   300.3851       144991.04      135.01111      88.206628      86.383548     -248.53179     -1001.2621      147.89302      107.77371      1028730.9    
     52700   298.62497      143721.49      135.06456      88.174828      86.380311     -451.09269     -973.61163     -146.77434     -232.89211      1028728.5    
     52800   297.83384      143895.4       135.11801      88.143307      86.371019      98.962358     -382.75684      239.78778      439.85613      1028657.1    
     52900   299.47016      144139.74      135.17146      88.116842      86.368875     -301.01018     -679.60891     -109.12071     -114.30092      1028729.5    
     53000   300.60863      144455.69      135.22491      88.097438      86.364641     -586.40379     -1412.7328     -173.17935     -173.29922      1028859.2    
     53100   301.0935       144580.13      135.27835      88.076962      86.352669     -69.724135     -464.80547      32.855314      222.77775      1028884      
     53200   300.45237      144438.28      135.3318       88.050547      86.340685     -298.08449     -889.99312      111.27618     -115.53654      1028839      
     53300   300.07789      144788.15      135.38525      88.027979      86.335559     -106.41878     -512.78638     -130.98113      324.51117      1028920.4    
     53400   298.61026      144470         135.4387       88.008023      86.329646     -150.14911     -658.73102      75.096561      133.18712      1029022.8    
     53500   300.22982      144729.65      135.49215      87.989419      86.321976     -848.38288     -1230.0149     -561.62828     -753.50542      1029119.8    
     53600   300.58869      144644.43      135.5456       87.970323      86.309241     -109.49854     -570.48254      22.933749      219.05317      1029150.5    
     53700   300.3341       144586.29      135.59905      87.952658      86.293242     -532.72717     -791.40546     -530.03122     -276.74483      1029158.8    
     53800   300.29957      144392.05      135.65249      87.929575      86.270948      42.627279     -419.61292      784.95511     -237.46035      1029028.3    
     53900   300.07924      144272.76      135.70594      87.915784      86.251179     -138.41866     -188.54985     -168.98313     -57.722984      1029036.5    
     54000   299.43965      144177.53      135.75939      87.899459      86.225416     -415.3312      -1039.1978      21.980022     -228.77588      1028943.2    
     54100   300.02327      144542         135.81284      87.882089      86.197008     -492.2705      -1132.7915     -244.09992     -99.920095      1028805.8    
     54200   300.43566      144813.52      135.86629      87.867364      86.170268     -169.7254      -646.25883      523.6036      -386.52099      1028719      
     54300   299.15613      144182.13      135.91974      87.86058       86.142459     -202.58837     -743.36773     -302.16808      437.77071      1028712.1    
