fix		1 all npt temp 290 290 1 y 0 0 1000 z 0 0 1000
fix		2 all deform 1 x erate 1e-5 units box remap x

run		200000
PPPM initialization ...
  using 12-bit tables for long-range coulomb (../kspace.cpp:342)
  G vector (1/distance) = 0.17300879
  grid = 24 24 20
  stencil order = 5
  estimated absolute RMS force accuracy = 0.031818741
  estimated relative force accuracy = 9.5821193e-05
  using double precision KISS FFT
  3d grid and FFT values/proc = 1573 288
Generated 440391 of 440391 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update every 1 steps, delay 10 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 13
  ghost atom cutoff = 13
  binsize = 6.5, bins = 17 16 16
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut/coul/long, perpetual
      attributes: half, newton on
      pair build: half/bin/newton
      stencil: half/bin/3d
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 23.93 | 24.64 | 25.08 Mbytes
   Step          Temp          TotEng           Lx             Ly             Lz           Press           Pxx            Pyy            Pzz           Volume    
     57100   290.42834      138643.48      137.4163       86.748329      85.725126     -209.7336      -962.61578      137.65824      195.75675      1021897.9    
     57200   290.58179      139155.68      137.46975      86.738209      85.705484     -289.16997     -908.46813      79.38729      -38.429074      1021941.9    
     57300   290.91874      138954.44      137.52319      86.732195      85.688488     -365.97489     -669.50158     -300.13456     -128.28853      1022065.6    
     57400   289.39336      138132.32      137.57664      86.720632      85.670178     -250.94396     -858.18325      223.83768     -118.48631      1022108.1    
     57500   289.05821      138212.76      137.63009      86.707099      85.648142     -361.99803     -889.60645     -265.93191      69.544274      1022082.6    
     57600   290.65217      138514.35      137.68354      86.688813      85.628016     -100.45472     -771.31244      143.27146      326.67684      1022023.7    
     57700   289.9668       138663.54      137.73699      86.672         85.616327      31.851835     -430.94666      403.66601      122.83616      1022082.6    
     57800   289.59885      138205.89      137.79044      86.659569      85.606754     -324.64788     -524.91062     -157.17979     -291.85324      1022218.3    
     57900   288.71444      138270.78      137.84389      86.645211      85.589537     -417.42508     -1301.57       -119.93803      169.23276      1022239.7    
     58000   291.20062      139367.34      137.89733      86.632535      85.573335     -411.62033     -978.01868     -19.465645     -237.37668      1022292.9    
     58100   290.35888      138651         137.95078      86.617591      85.55675      -355.79153     -829.30628     -98.107761     -139.96056      1022314.6    
     58200   290.89971      139154.5       138.00423      86.601097      85.538361     -324.96124     -685.77178      94.6019       -383.71385      1022296.1    
     58300   289.60856      138183.26      138.05768      86.589296      85.517288     -382.17119     -765.59479      126.60431     -507.52307      1022300.8    
     58400   290.38459      139159.79      138.11113      86.579255      85.485365     -57.305757     -304.23435      310.04925     -177.73217      1022196.3    
     58500   291.30182      139018.47      138.16458      86.566714      85.449101     -313.40372     -892.94021     -211.00491      163.73394      1022010      
     58600   289.3451       138335.18      138.21803      86.556847      85.421992     -191.89305     -709.01623      141.91672     -8.5796279      1021964.5    
     58700   290.59896      138879.95      138.27147      86.548302      85.400607     -532.51497     -1095.8378     -359.03159     -142.67552      1022002.8    
     58800   289.87234      138447.89      138.32492      86.539663      85.378179     -594.91299     -994.8301      -466.99029     -322.91859      1022027.4    
     58900   290.35578      138653.95      138.37837      86.52482       85.353856      17.889222     -491.19558      224.82556      320.03769      1021955.7    
     59000   289.85179      138337.45      138.43182      86.513319      85.331447     -411.87574     -978.35451      13.686524     -270.95923      1021946.2    
     59100   289.22211      138305.03      138.48527      86.507181      85.311926     -356.0406      -734.38817     -295.70099     -38.03264       1022034.3    
     59200   290.65049      138929.9       138.53872      86.499964      85.298667     -145.81811     -896.8867       371.04007      88.392313      1022184.6    
     59300   290.25947      138911.82      138.59217      86.495188      85.287657     -732.15817     -1398.7891     -259.26667     -538.41876      1022390.5    
     59400   289.97084      138160.91      138.64561      86.489655      85.2721       -103.79001     -635.17128      194.5383       129.26296      1022532.8    
     59500   290.72404      138574.55      138.69906      86.480997      85.257287     -417.15136     -697.63354     -572.32916      18.50862       1022646.9    
     59600   288.23819      138208.31      138.75251      86.463897      85.232729     -330.31101     -1004.9068     -4.3125314      18.286284      1022544.1    
     59700   290.5503       138856.16      138.80596      86.444505      85.218183     -181.76341     -682.22308      69.508531      67.424331      1022534      
     59800   290.71875      138795.18      138.85941      86.425048      85.203112     -461.3436      -1042.348      -296.29562     -45.38715       1022516.7    
     59900   288.76159      137936.81      138.91286      86.40169       85.190327     -243.08715     -512.695       -95.051777     -121.51467      1022480.3    
     60000   289.17662      138142.48      138.96631      86.375706      85.177236     -340.83782     -896.87244     -398.07315      272.43212      1022409      
     60100   289.7169       138304.2       139.01975      86.351629      85.164082     -600.78128     -1210.7616     -258.93919     -332.64303      1022359.2    
     60200   289.95744      138531.15      139.0732       86.32644       85.146187     -550.72331     -1309.6396     -246.04837     -96.481942      1022239.1    
     60300   289.40119      138052.78      139.12665      86.297391      85.121928     -409.45118     -1049.6986     -166.11284     -12.542124      1021996.6    
     60400   289.19236      138151.68      139.1801       86.2687        85.100268     -354.08697     -958.50686     -60.561649     -43.192388      1021789.2    
     60500   290.46408      139032.81      139.23355      86.241589      85.083444     -235.64466     -986.89929      182.33259      97.632713      1021658.4    
     60600   290.19422      139235.37      139.287        86.218755      85.067651     -700.79397     -1237.3642     -622.18868     -242.82906      1021590.3    
     60700   291.44422      139156.39      139.34045      86.190095      85.052584     -212.65372     -812.85752      152.35713      22.539235      1021461.7    
     60800   289.96785      137999.19      139.39389      86.164051      85.040047     -401.71916     -1167.1956     -204.63059      166.66867      1021394.1    
     60900   289.58408      138177.45      139.44734      86.136552      85.027449     -363.12431     -778.99124      182.82681     -493.20849      1021308.3    
     61000   289.29106      138626         139.50079      86.114366      85.015721     -415.16029     -918.87126     -449.25399      122.64439      1021295.8    
     61100   290.36433      138487.03      139.55424      86.093517      85.007206     -363.36729     -977.24733     -69.258801     -43.595735      1021337.4    
     61200   290.85025      138404.92      139.60769      86.073817      84.997546     -36.318255     -261.5295      -61.927535      214.50227      1021378.7    
     61300   290.49962      138076.03      139.66114      86.053597      84.985471     -388.70175     -1124.3075     -65.277045      23.479298      1021384.6    
     61400   290.56501      138641.72      139.71459      86.030939      84.974378     -498.79403     -644.82682     -507.88228     -343.673        1021373.1    
     61500   291.74266      138553.45      139.76803      86.003892      84.957325     -507.53342     -1106.7589     -19.289315     -396.55206      1021237.6    
     61600   290.44673      138414.11      139.82148      85.975973      84.936243     -247.27596     -566.39136     -414.7039       239.26737      1021043      
     61700   289.68443      138142.99      139.87493      85.945061      84.916732     -307.13428     -951.40998      111.31689     -81.309753      1020831.5    
     61800   290.58547      138543.68      139.92838      85.917997      84.900733     -201.62669     -693.80154      13.175885      75.745588      1020707.7    
     61900   291.24501      139169.47      139.98183      85.896587      84.887236     -309.63143     -1109.1185      222.31963     -42.095413      1020680.8    
     62000   290.2621       138078.5       140.03528      85.879207      84.874587     -315.90239     -468.04265     -80.609195     -399.05531      1020711.9    
     62100   291.14254      138258.44      140.08873      85.860918      84.855931     -226.65753     -807.66321      114.29067      13.399967      1020659.6    
     62200   289.42143      138538.55      140.14217      85.839182      84.834343     -600.0877      -998.05145     -193.10352     -609.10812      1020530.8    
     62300   290.67082      138644.97      140.19562      85.818349      84.811569     -177.77694     -772.15823      333.10051     -94.27311       1020398.3    
     62400   290.98773      138460.47      140.24907      85.805132      84.789051     -148.56397     -533.64198      83.944653      4.0054062      1020359.1    
     62500   289.55483      138400.17      140.30252      85.79173       84.7718       -433.37333     -687.05924     -526.88477     -86.175989      1020380.9    
     62600   290.14164      138353.04      140.35597      85.769184      84.755767     -534.61517     -1145.9355     -73.087173     -384.82282      1020308.3    
     62700   288.95955      138109.78      140.40942      85.746662      84.735441     -385.43188     -835.74827      42.776653     -363.32403      1020184.1    
     62800   289.50717      138123.74      140.46287      85.723926      84.71983      -455.13362     -982.11294     -415.98573      32.69781       1020113.9    
     62900   289.4994       138651.02      140.51631      85.698226      84.708414     -116.24647     -625.92654      82.628294      194.55883      1020058.6    
     63000   289.52653      138505.81      140.56976      85.678595      84.701386     -686.71258     -1403.8457     -352.01649     -304.27554      1020128.2    
     63100   289.86012      138404.37      140.62321      85.659529      84.691381     -134.54019     -564.22518      162.17335     -1.5687369      1020168.5    
     63200   289.92154      138402.32      140.67666      85.649423      84.678672     -581.23538     -1152.8254     -185.68853     -405.1922       1020282.7    
     63300   290.35803      138382.81      140.73011      85.640181      84.660302     -461.11508     -1009.8547     -141.38822     -232.10226      1020338.8    
     63400   289.71724      138667.38      140.78356      85.62976       84.639253     -156.47808     -478.5661       27.570782     -18.438938      1020348.4    
     63500   290.88134      138272.16      140.83701      85.615104      84.617254     -673.99966     -1373.7725     -14.328865     -633.89762      1020295.8    
     63600   289.50377      138712.11      140.89045      85.607523      84.592161     -223.14187     -611.44937     -300.00227      242.02602      1020290      
     63700   289.55059      138229.8       140.9439       85.598118      84.569876     -605.91265     -1068.9546     -365.01487     -383.76845      1020296      
     63800   290.77134      138844.62      140.99735      85.580251      84.54429      -277.04784     -756.15785     -161.42783      86.442144      1020161.2    
     63900   289.24347      138571.4       141.0508       85.561313      84.52253      -207.41611     -971.79432      167.98158      181.56441      1020059.4    
     64000   290.91189      138466.8       141.10425      85.545306      84.501        -299.61863     -706.75972     -37.869519     -154.22666      1019995.2    
     64100   290.14039      138539.94      141.1577       85.530513      84.477675     -437.80711     -1338.761       74.067272     -48.727598      1019923.5    
     64200   289.06827      137915.47      141.21115      85.518396      84.456736     -223.86024     -544.22527     -72.906303     -54.449141      1019912.3    
     64300   289.60119      138285.14      141.26459      85.500764      84.434965     -416.39105     -1252.9428      92.441198     -88.671524      1019825      
     64400   290.15666      137918.44      141.31804      85.483888      84.413084     -145.34006     -776.11466      266.52129      73.573206      1019745.2    
     64500   290.93644      138667.8       141.37149      85.471407      84.386029     -338.58807     -1135.6754      45.051523      74.859685      1019655      
     64600   290.43807      138584.43      141.42494      85.455         84.357831      33.849863      15.771557     -136.47192      222.24995      1019503.9    
     64700   291.35683      138664.01      141.47839      85.440642      84.335963     -471.14536     -1084.2765     -97.63428      -231.52533      1019453.5    
     64800   291.05144      138484.36      141.53184      85.424585      84.311601     -288.07512     -823.41724      101.69828     -142.50639      1019352.4    
     64900   290.45131      138550.2       141.58529      85.416571      84.290282     -373.20565     -996.09239     -133.54752      10.022975      1019383.9    
     65000   289.84585      138223.5       141.63873      85.403613      84.269142     -261.51989     -1022.8189      68.994059      169.26522      1019358.3    
     65100   288.82614      137926.51      141.69218      85.395955      84.250542     -247.3099      -801.74633      99.746552     -39.929914      1019426.4    
     65200   288.66314      138044.52      141.74563      85.388016      84.231437     -187.06427     -626.34587     -69.879723      135.03278      1019484.9    
     65300   288.7907       138190.44      141.79908      85.381291      84.21516      -191.79007     -724.40791      188.47088     -39.433184      1019592      
     65400   289.85231      138349.02      141.85253      85.369644      84.19547      -554.98742     -745.90141     -226.87502     -692.18582      1019598.7    
     65500   290.68154      138377.01      141.90598      85.352179      84.16484      -175.82826     -1100.0831      156.16282      416.43552      1019403.2    
     65600   291.06295      139019.71      141.95943      85.335776      84.138308     -18.875415     -421.48         15.623073      349.23068      1019269.8    
     65700   289.27164      138119.58      142.01287      85.318513      84.121588     -217.47292     -903.06518      155.10345      95.54296       1019244.7    
     65800   290.35447      138745.93      142.06632      85.302176      84.100279     -294.21491     -644.58863     -20.407158     -217.64893      1019174.8    
     65900   290.44917      138787.86      142.11977      85.287921      84.075026     -536.24369     -1431.4031      231.20339     -408.53136      1019081.8    
     66000   290.57144      138355.6       142.17322      85.276705      84.048808     -210.54483     -489.77831     -210.04976      68.193575      1019013.1    
     66100   289.90991      137812.77      142.22667      85.263002      84.023447     -460.47159     -1049.4404     -10.230784     -321.74362      1018924.9    
     66200   288.93846      137793.49      142.28012      85.245321      83.998186     -207.78719     -655.69356     -155.3547       187.68668      1018790      
     66300   289.425        137832.84      142.33357      85.229126      83.975561     -193.66793     -724.39165      103.04688      40.340993      1018704.6    
     66400   289.947        137975.55      142.38702      85.209425      83.955392     -199.00451     -391.42146     -269.59336      64.001272      1018606.9    
     66500   289.35444      138371.15      142.44046      85.193293      83.942162     -310.78046     -1095.7507      201.0663      -37.656914      1018635.8    
     66600   289.09605      137907.95      142.49391      85.183219      83.930512     -243.42618     -574.01008      65.618783     -221.88724      1018756.1    
     66700   291.12603      138718.84      142.54736      85.174685      83.920143     -361.32423     -973.57044     -39.716076     -70.686175      1018910.2    
     66800   289.15261      138200.51      142.60081      85.169985      83.917476     -386.88779     -771.96442     -225.942       -162.75695      1019203.7    
     66900   291.54276      138183.34      142.65426      85.159821      83.917784     -284.5398      -821.24434     -48.916736      16.541659      1019467.7    
     67000   289.56598      137959.13      142.70771      85.144775      83.913729     -439.97659     -929.63428     -247.16007     -143.13541      1019620.2    
     67100   288.98044      138236.19      142.76116      85.131977      83.904464     -247.87152     -979.77668      194.58485      41.577272      1019736.2    
     67200   290.89021      138877.6       142.8146       85.117649      83.895561     -51.254848     -499.68622      0.56111548     345.36056      1019838.1    
     67300   290.68104      138543.13      142.86805      85.09379       83.890268     -299.17171     -901.45288     -145.26642      149.20415      1019869.4    
     67400   290.33047      138451.09      142.9215       85.065451      83.888015     -435.27175     -606.52089     -410.49429     -288.80007      1019883.8    
     67500   288.83058      138205.27      142.97495      85.030846      83.880133      71.625522     -482.46835      102.78032      594.5646       1019754.3    
     67600   290.28555      138676.15      143.0284       84.993814      83.874074     -302.78021     -764.36952     -89.99339      -53.977709      1019617.6    
     67700   289.63749      138744.12      143.08185      84.957751      83.863801     -232.0656      -829.81876      132.72038      0.90157085     1019441      
     67800   288.92446      138191.63      143.1353       84.930598      83.846812     -188.22638     -1022.5841      132.17797      325.72695      1019289.3    
     67900   291.12548      138478.85      143.18874      84.911095      83.830991     -169.03902     -782.704        225.16982      50.417118      1019243.4    
     68000   289.7097       138553.41      143.24219      84.905335      83.818388     -291.03518     -927.27303      65.672705     -11.50522       1019401.4    
     68100   290.37207      138406.49      143.29564      84.904452      83.801566     -285.15894     -794.99332     -42.383418     -18.100067      1019566.6    
     68200   290.18867      138501.87      143.34909      84.902616      83.788077     -205.40176     -900.8127       100.95433      183.65309      1019760.6    
     68300   289.53358      138480.85      143.40254      84.895537      83.773768     -162.4472      -948.82097      307.65191      153.82746      1019881.6    
     68400   289.78467      138409.34      143.45599      84.885846      83.764646     -642.60279     -1065.7659     -469.2132      -392.82929      1020034.2    
     68500   290.15552      138050.66      143.50944      84.874285      83.761332     -137.44824     -917.05621      286.71569      217.99581      1020234.9    
     68600   289.88263      137914.15      143.56288      84.865215      83.758712     -178.44715     -511.05284      261.32495     -285.61357      1020473.8    
     68700   291.44777      138792.29      143.61633      84.861477      83.75588      -563.20049     -1025.3165     -535.67495     -128.61003      1020774.3    
     68800   290.10361      138355.58      143.66978      84.856573      83.751268     -161.05231     -688.59604     -130.04417      335.48329      1021039      
     68900   290.10905      138413.26      143.72323      84.849329      83.745812     -520.88752     -1232.9732      77.957528     -407.64693      1021265.1    
     69000   289.78569      138608.41      143.77668      84.834552      83.738134     -234.33352     -718.18692      142.18511     -126.99876      1021373.3    
     69100   290.3041       138725.45      143.83013      84.822978      83.733742     -293.78385     -868.1768      -183.4524       170.27765      1021560      
     69200   287.49415      137895.24      143.88358      84.803026      83.730034     -531.32675     -890.70785     -389.65608     -313.61632      1021654      
     69300   288.93217      137839.78      143.93702      84.775895      83.720872     -275.50676     -749.31581      129.07908     -206.28356      1021594.7    
     69400   289.67516      138572.07      143.99047      84.747157      83.709629     -364.56099     -547.18136     -474.62721     -71.874409      1021490.5    
     69500   289.3786       138281.51      144.04392      84.716597      83.696489     -307.89509     -826.59643      36.891415     -133.98026      1021340.8    
     69600   289.22727      138205.7       144.09737      84.684029      83.685498     -404.81341     -643.72741     -222.98825     -347.72457      1021192.9    
     69700   289.88563      138260.64      144.15082      84.652373      83.669848     -406.96611     -998.15447     -35.710211     -187.03365      1020998.8    
     69800   289.88776      138324.9       144.20427      84.625918      83.655387     -580.04969     -974.17892     -650.1761      -115.79404      1020881.7    
     69900   288.88965      137596.43      144.25772      84.597518      83.637355     -546.3397      -1131.3224     -290.28903     -217.40769      1020697.3    
     70000   289.50575      138043.28      144.31116      84.565242      83.617021      249.53069     -251.98757      698.05455      302.52511      1020437.8    
     70100   289.17724      138259.41      144.36461      84.541758      83.601898     -373.50118     -931.25838     -285.17494      95.929772      1020347.6    
     70200   289.84738      138308.17      144.41806      84.517199      83.585736     -410.97043     -1025.0992     -34.94936      -172.86271      1020231.6    
     70300   289.91319      138040.27      144.47151      84.49343       83.571636     -258.20964     -992.16874      178.32531      39.214495      1020150.1    
     70400   289.46811      137967.7       144.52496      84.476702      83.555781     -279.4825      -866.60319     -3.5402162      31.695905      1020131.9    
     70500   291.05657      138151.71      144.57841      84.4619        83.544963     -158.35941     -1186.3186      471.29968      239.94065      1020198.2    
     70600   289.71467      138317.33      144.63186      84.445749      83.532024     -355.8237      -816.22784     -258.78866      7.5454036      1020222.2    
     70700   290.40017      138761.68      144.6853       84.431539      83.519533      43.083464     -456.9743       446.14862      140.07607      1020274.9    
     70800   289.09606      138359.42      144.73875      84.421287      83.502807     -371.78861     -856.22285     -82.101379     -177.0416       1020323.4    
     70900   288.2169       137910.6       144.7922       84.411858      83.486653     -512.23995     -1296.8941      71.083696     -310.90942      1020388.8    
     71000   288.80553      137801.12      144.84565      84.393578      83.467489     -514.03        -1195.1164     -195.077       -151.89655      1020310.1    
     71100   290.20726      138194.56      144.8991       84.367615      83.442957     -268.41377     -709.09815     -12.915592     -83.227551      1020072.7    
     71200   289.74503      138212.15      144.95255      84.345306      83.424523     -251.31086     -1158.965       321.03369      83.998752      1019953.8    
     71300   288.97198      137990.81      145.006        84.332094      83.413248     -476.65571     -925.27276     -210.14059     -294.55378      1020032.2    
     71400   288.68537      137539.64      145.05944      84.324289      83.402047     -650.14549     -1049.2239     -262.48819     -638.72436      1020176.7    
     71500   288.6544       138160.91      145.11289      84.311725      83.379393     -350.2883      -1312.0851      88.634746      172.58547      1020123.4    
     71600   290.44357      138550.56      145.16634      84.298063      83.360795     -148.05108     -638.73289     -155.80785      350.38749      1020106.2    
     71700   289.64892      138607.6       145.21979      84.279915      83.346637     -308.62538     -1223.9922      185.40486      112.71117      1020088.8    
     71800   289.16299      137792         145.27324      84.264012      83.332856     -416.96888     -865.30607     -406.18877      20.588208      1020103      
     71900   290.63241      138414.12      145.32669      84.242045      83.31747      -230.712       -773.65365     -226.62148      308.13914      1020023.9    
     72000   290.24237      138345.93      145.38014      84.222591      83.310754     -131.06956     -925.63164      489.79378      42.629186      1020081.2    
     72100   289.18805      138205.25      145.43358      84.206841      83.30631      -517.7221      -861.11315     -300.27532     -391.77782      1020211      
     72200   291.00379      138173.59      145.48703      84.189946      83.297575     -169.55074     -900.91566      47.338226      344.9252       1020274.1    
     72300   290.57805      138445.38      145.54048      84.170093      83.291849     -361.23968     -1030.5934     -76.819598      23.693989      1020338.1    
     72400   290.74711      138252.51      145.59393      84.149047      83.286611     -471.19047     -1382.9227     -91.255788      60.607114      1020393.4    
     72500   289.91503      138469.21      145.64738      84.123274      83.281609     -417.70931     -951.84964     -426.20422      124.92592      1020394.1    
     72600   290.11773      138625.78      145.70083      84.090858      83.277583     -507.56895     -1016.9517     -93.277138     -412.47798      1020325.9    
     72700   289.87159      138584.6       145.75428      84.059473      83.272302      79.500679     -418.01422      62.723272      593.79298      1020254.5    
     72800   290.60148      138543.11      145.80772      84.034626      83.274528     -483.11189     -1114.6593     -121.12861     -213.54777      1020354.3    
     72900   289.82216      137966.74      145.86117      84.015543      83.27113      -467.1542      -913.90825     -205.5177      -282.03667      1020454.9    
     73000   289.87321      137967.84      145.91462      83.988347      83.257028     -150.26978     -484.31993      57.852435     -24.341848      1020325.5    
     73100   290.88221      138155.19      145.96807      83.957925      83.238856     -473.75663     -1207.4701     -56.732829     -157.06697      1020106.9    
     73200   290.07167      138798.34      146.02152      83.927209      83.210524     -315.32439     -432.35261     -65.375575     -448.24497      1019759.8    
     73300   290.68712      138433.17      146.07497      83.900718      83.170833     -217.06703     -1202.0765      112.37489      438.50052      1019324.6    
     73400   290.21839      138358.87      146.12842      83.872963      83.131687     -581.25745     -1379.8636     -263.95019     -99.958572      1018880.5    
     73500   289.48029      138146.66      146.18186      83.846884      83.097228     -198.26421     -917.65167      304.9092       17.949849      1018513.9    
     73600   288.27454      137918.65      146.23531      83.819678      83.06299      -516.50831     -1016.9641     -591.52551      58.964722      1018136      
     73700   291.67235      138930.59      146.28876      83.799668      83.03173      -276.23283     -1207.5367      93.40584       285.43243      1017881.8    
     73800   289.7162       138347.75      146.34221      83.787         83.009123     -324.89852     -692.77302     -110.66166     -171.26087      1017822.6    
     73900   289.92056      138456.16      146.39566      83.774667      82.990733     -94.308068     -849.83521      192.63713      374.27388      1017818.9    
     74000   290.16677      138440.77      146.44911      83.768172      82.983573     -161.47886     -755.11851      212.5493       58.132639      1018023.7    
     74100   289.04442      138044.64      146.50256      83.767089      82.979555     -45.956779     -725.65806      100.03815      487.74957      1018332.8    
     74200   289.30288      137773.65      146.556        83.769946      82.985365     -172.60982     -666.6855      -69.673076      218.52912      1018810.4    
     74300   290.86414      139006.42      146.60945      83.771377      82.987938     -778.23341     -1260.7411     -573.94456     -500.01454      1019231      
     74400   290.1088       138242.23      146.6629       83.765255      82.984902     -492.48565     -1433.6407     -14.01824      -29.798057      1019490.7    
     74500   288.68577      138169.83      146.71635      83.752195      82.975277     -584.0252      -1279.9569     -160.27558     -311.84315      1019585      
     74600   289.86314      138134.51      146.7698       83.740511      82.971159     -70.207843     -877.49796      204.60633      462.2681       1019763.5    
     74700   289.32398      138206.98      146.82325      83.726688      82.972538     -298.1158      -1040.8287      312.6163      -166.13497      1019983.4    
     74800   289.52275      138470.59      146.8767       83.712746      82.973913     -376.80991     -1294.7088     -110.91604      275.19506      1020201.7    
     74900   290.05196      138911.99      146.93014      83.698367      82.974348     -259.98943     -557.65794      35.861771     -258.17211      1020403      
     75000   290.40942      138386.3       146.98359      83.684915      82.968774     -199.60675     -1099.7844      294.11327      206.85087      1020541.6    
     75100   290.29642      138309.09      147.03704      83.668876      82.959281     -369.42657     -1285.8037     -16.485465      194.00948      1020600.3    
     75200   288.46         137742.56      147.09049      83.645578      82.94765      -469.04215     -959.66461     -367.07521     -80.386614      1020543.8    
     75300   291.05531      138853.24      147.14394      83.618998      82.929146     -244.08624     -623.23712      204.2692      -313.29081      1020362.6    
     75400   288.99402      138466.48      147.19739      83.595119      82.908995     -259.63001     -778.95755     -50.01771       50.085219      1020193.8    
     75500   289.47138      138229.25      147.25084      83.571872      82.889954     -368.85857     -829.26153     -297.49396      20.179779      1020046.1    
     75600   291.92383      138475.78      147.30428      83.542341      82.868394     -273.34752     -706.18124     -205.71396      91.852646      1019790.4    
     75700   289.34562      137971.92      147.35773      83.51263       82.8471       -283.62147     -1019.2053     -20.778575      189.11942      1019535.6    
     75800   289.86512      137952.69      147.41118      83.483334      82.829564     -380.58813     -633.29615     -239.9546      -268.51364      1019331.8    
     75900   287.74208      137444.91      147.46463      83.449225      82.812486     -462.38209     -1288.9107     -44.5547       -53.680881      1019074.6    
     76000   289.13454      138415.8       147.51808      83.417449      82.793547     -211.26281     -826.84636      118.06482      74.993091      1018822.8    
     76100   290.51671      138514.51      147.57153      83.387786      82.774464     -318.49896     -1081.2581      449.76579     -324.00453      1018594.7    
     76200   289.91162      138342.59      147.62498      83.368806      82.749609     -224.21251     -831.79846      131.76009      27.400838      1018425.7    
     76300   290.45839      138131.26      147.67842      83.356063      82.726579     -125.71793     -869.81557      152.59505      340.06674      1018355.3    
     76400   290.65647      138313.27      147.73187      83.347605      82.704164     -239.23034     -491.85733      187.85593     -413.68963      1018344.5    
     76500   289.82137      138315.08      147.78532      83.344013      82.686494     -388.85412     -1254.2689     -290.76218      378.46873      1018451.3    
     76600   289.60601      138035.35      147.83877      83.33375       82.673122     -330.37834     -696.63355     -66.764061     -227.73742      1018529.5    
     76700   291.58733      139077.99      147.89222      83.318641      82.65963      -265.22648     -1013.1461      18.827103      198.63959      1018546.7    
     76800   289.81522      138258.61      147.94567      83.299995      82.64676      -256.73548     -686.34038     -2.1263098     -81.739747      1018528.2    
     76900   289.57365      138112.92      147.99912      83.273327      82.634598     -10.539792     -306.76765      30.577052      244.57122      1018420.1    
     77000   291.47394      138830.3       148.05256      83.248677      82.631735     -132.78555     -522.92631      149.21289     -24.643214      1018451      
     77100   290.11734      138637.64      148.10601      83.231429      82.624427     -516.6594      -1260.7035     -220.24334     -69.031348      1018517.5    
     77200   290.66182      138059.87      148.15946      83.215037      82.612366     -573.21411     -1390.4988     -269.00236     -60.141195      1018535.7    
     77300   289.32628      138083.9       148.21291      83.197542      82.599721     -466.13368     -1178.1528     -107.47235     -112.77587      1018533      
     77400   289.84193      138570.23      148.26636      83.178857      82.580445     -329.30761     -1033.8374     -90.187901      136.10243      1018433.8    
     77500   289.85775      138611.86      148.31981      83.164057      82.564703     -127.74953     -590.15286     -73.614506      280.51879      1018425.5    
     77600   289.74388      137875.36      148.37326      83.157999      82.555232     -616.00498     -920.22503     -277.36637     -650.42354      1018601.4    
     77700   290.96175      138349.94      148.4267       83.15404       82.53773      -367.72711     -1293.0573     -77.443415      267.31935      1018703.8    
     77800   290.47393      138560.76      148.48015      83.144586      82.518765     -789.88217     -879.66134     -862.0239      -627.96128      1018720.6    
     77900   291.03667      138542.82      148.5336       83.126692      82.499186     -104.88328     -847.56607      145.63574      387.2805       1018626.3    
     78000   290.12084      138182.34      148.58705      83.113587      82.477989     -263.69221     -628.73232      111.37688     -273.72117      1018570.4    
     78100   291.09911      138527.32      148.6405       83.104999      82.4583       -291.30383     -1036.1557     -144.27139      306.51562      1018588.3    
     78200   289.88902      138229.82      148.69395      83.09814       82.442185     -348.35465     -1366.9848      285.31616      36.604663      1018671.3    
     78300   288.78131      137714.29      148.7474       83.0942        82.427468     -801.93735     -1353.5761     -667.71225     -384.52371      1018807.3    
     78400   289.17432      137905.28      148.80084      83.090888      82.414181      187.0951      -261.60055      434.32733      388.55852      1018968.5    
     78500   288.90841      138003.6       148.85429      83.083926      82.397759     -540.85369     -1036.0397     -97.820199     -488.70118      1019046      
     78600   290.34223      138326.02      148.90774      83.075377      82.378367     -126.18426     -933.51289      517.22848      37.731643      1019067.1    
     78700   290.43675      138260.5       148.96119      83.072079      82.362581     -248.73147     -1009.6002      90.458698      172.94707      1019197.1    
     78800   289.97646      138328.87      149.01464      83.068175      82.348484     -314.35523     -610.34477      143.68895     -476.40988      1019340.3    
     78900   290.07663      138525.28      149.06809      83.056224      82.327139     -138.64499     -474.00993     -20.959264      79.034235      1019295      
     79000   291.73593      138792.16      149.12154      83.040704      82.301777     -422.8105      -624.08355     -513.82823     -130.51972      1019155.9    
     79100   290.58399      138160.2       149.17498      83.022999      82.277867     -24.185876     -543.27226      337.10853      133.60611      1019007.6    
     79200   289.82602      138357.86      149.22843      83.006323      82.257041     -424.49098     -880.99001     -338.64449     -53.838446      1018910      
     79300   289.66908      138124.94      149.28188      82.988294      82.237588     -360.41984     -966.40467      6.5681628     -121.42302      1018812.6    
     79400   290.50192      138653.38      149.33533      82.967537      82.219451     -225.80675     -715.59887     -95.009336      133.18797      1018697.7    
     79500   289.78023      138398.06      149.38878      82.949065      82.207453     -677.06279     -1352.2546     -306.84168     -372.0921       1018686.8    
     79600   289.28476      138170.43      149.44223      82.931187      82.194287     -299.00722     -478.40906     -302.79394     -115.81867      1018668.4    
     79700   289.83968      138400.86      149.49568      82.911791      82.180658     -298.49201     -1048.556       108.67063      44.409378      1018625.5    
