fix		1 all npt temp 290 290 1 y 0 0 1000 z 0 0 1000
fix		2 all deform 1 x erate 1e-5 units box remap x

run		200000
PPPM initialization ...
  using 12-bit tables for long-range coulomb (../kspace.cpp:342)
  G vector (1/distance) = 0.17300879
  grid = 24 24 20
  stencil order = 5
  estimated absolute RMS force accuracy = 0.031818741
  estimated relative force accuracy = 9.5821193e-05
  using double precision KISS FFT
  3d grid and FFT values/proc = 1573 288
Generated 440391 of 440391 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update every 1 steps, delay 10 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 13
  ghost atom cutoff = 13
  binsize = 6.5, bins = 17 16 16
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut/coul/long, perpetual
      attributes: half, newton on
      pair build: half/bin/newton
      stencil: half/bin/3d
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 23.93 | 24.64 | 25.08 Mbytes
   Step          Temp          TotEng           Lx             Ly             Lz           Press           Pxx            Pyy            Pzz           Volume    
      3300   290.17495      140458.22      108.66096      99.757299      97.799218      83.896338      135.96731     -0.25251805     115.97423      1060116.5    
      3400   290.47883      140398.84      108.71441      99.723718      97.764478      8.8071001     -254.51975     -71.650999      352.59205      1059904.3    
      3500   290.02753      140335.33      108.76786      99.696856      97.734533     -171.45896     -407.63411      110.4154      -217.15817      1059815.1    
      3600   291.26401      140559.63      108.82131      99.669657      97.704696     -270.99346     -75.417813     -290.32115     -447.24142      1059723      
      3700   290.75956      140712.11      108.87476      99.63817       97.665793     -174.25197     -202.30869     -152.25375     -168.19345      1059486.5    
      3800   290.78703      140346.61      108.9282       99.606065      97.624642     -114.13928     -112.23844     -12.950525     -217.22887      1059218.6    
      3900   289.41454      140082.51      108.98165      99.568778      97.580465     -325.06001     -303.66367     -388.88267     -282.63369      1058862.2    
      4000   289.70685      139890.77      109.0351       99.527963      97.531751     -104.50053     -61.749967     -141.73869     -110.01292      1058418.6    
      4100   290.02517      140049.38      109.08855      99.486492      97.488289     -636.10238     -579.71179     -668.96946     -659.6259       1058024.5    
      4200   289.66049      140263.77      109.142        99.437894      97.448853     -28.124527     -203.67628     -102.70765      222.01035      1057597.8    
      4300   290.83493      140224.62      109.19545      99.394505      97.413619     -366.55688     -664.99716     -137.1968      -297.47668      1057271.6    
      4400   289.30678      139871.01      109.2489       99.353673      97.378282     -115.47123     -209.59959     -171.33622      34.522114      1056971      
      4500   290.40747      140113.98      109.30234      99.315345      97.34648       113.18442     -76.911204      296.42125      120.0432       1056735      
      4600   290.21589      140038.94      109.35579      99.275922      97.316991     -511.16098     -563.84703     -320.1451      -649.49081      1056511.9    
      4700   289.04179      140019.36      109.40924      99.235177      97.278491      158.03694     -81.776953      27.694867      528.19292      1056176.5    
      4800   290.49457      140248.47      109.46269      99.199421      97.247731     -327.57859     -185.97565     -376.5237      -420.23642      1055977.7    
      4900   290.49465      140215.27      109.51614      99.161771      97.21246      -93.605603     -489.03645      95.854697      112.36494      1055709.3    
      5000   291.43801      140730.6       109.56959      99.126354      97.175288     -22.884138     -133.19868      154.43612     -89.889853      1055443.5    
      5100   289.14888      139791.04      109.62304      99.097097      97.137809      7.875626      -238.67256      134.32915      127.97028      1055239.5    
      5200   288.33082      139696.57      109.67648      99.072933      97.103301     -174.26995     -203.47003     -281.39876     -37.94105       1055121.7    
      5300   290.00391      140327.47      109.72993      99.047468      97.077743     -361.53166     -626.21176     -375.95554     -82.427688      1055086.7    
      5400   289.45568      140304.31      109.78338      99.018232      97.046399     -317.86437     -641.64061     -57.066824     -254.88566      1054948.3    
      5500   290.1191       140112.84      109.83683      98.979935      97.008729     -176.33826     -415.55703     -208.95327      95.495515      1054644.2    
      5600   289.25919      139740.19      109.89028      98.936656      96.971427     -413.02931     -391.4713      -465.78394     -381.83269      1054290.5    
      5700   290.06973      139854.1       109.94373      98.882481      96.930155     -130.39333     -45.614277     -13.946769     -331.61894      1053777      
      5800   290.23992      140100.88      109.99718      98.834328      96.887857     -158.46793     -450.32587      21.443278     -46.521211      1053316      
      5900   289.917        139856.93      110.05062      98.795632      96.849221     -295.66465     -552.94529     -169.15186     -164.89679      1052995.2    
      6000   291.11827      139943.33      110.10407      98.753572      96.811304     -131.91482     -526.98892      188.22134     -56.976899      1052645.8    
      6100   290.41942      140074.44      110.15752      98.71114       96.779599     -147.584       -744.09432     -144.88871      446.23102      1052359.5    
      6200   290.36767      139863.67      110.21097      98.676438      96.757702     -77.380004      17.796547     -242.61851     -7.31805        1052261.9    
      6300   291.20999      140178.66      110.26442      98.639665      96.740177     -315.80878     -740.40195     -195.86721     -11.157183      1052189.2    
      6400   290.4259       140576.34      110.31787      98.59999       96.720892     -330.57716     -730.99348     -150.2454      -110.49261      1052066.1    
      6500   289.27909      139724.96      110.37132      98.56337       96.706105     -181.351       -441.50324     -143.47296      40.923213      1052024      
      6600   291.68081      140545.75      110.42476      98.528885      96.696925      155.15877     -122.39621      407.9807       179.89183      1052065.3    
      6700   289.40225      139944.87      110.47821      98.500696      96.6898       -566.35126     -794.56488     -625.07369     -279.41522      1052195.9    
      6800   289.04462      139568.53      110.53166      98.465784      96.675159     -69.570382     -230.66233     -192.82727      214.77846      1052172.5    
      6900   289.74667      140014.01      110.58511      98.43492       96.658143     -320.55919     -790.91225     -170.52658     -0.23874952     1052166.1    
      7000   289.4947       140388.53      110.63856      98.395789      96.636256     -323.40264     -901.66582     -124.58516      56.043041      1052017.9    
      7100   289.54494      140015.53      110.69201      98.361879      96.613364     -149.51943     -251.71941     -50.561194     -146.27769      1051914.1    
      7200   290.33088      140008.89      110.74546      98.326555      96.582508     -389.81475     -965.48459     -61.325547     -142.6341       1051708.1    
      7300   291.01963      140274.68      110.7989       98.288601      96.545888      29.775627     -66.64875       31.556019      124.41961      1051410.7    
      7400   290.74915      140127.44      110.85235      98.256657      96.514901     -20.688151     -155.49904     -49.690182      143.12477      1051238.5    
      7500   291.29738      140295.93      110.9058       98.222649      96.484157     -297.83293     -561.22117     -135.38509     -196.89252      1051046.5    
      7600   290.68444      139984.37      110.95925      98.188342      96.451618      141.30232     -96.03816       147.68098      372.26416      1050831.2    
      7700   290.58228      140105.65      111.0127       98.151838      96.420842     -185.66013     -195.54844     -8.2321114     -353.19983      1050611.2    
      7800   288.77946      139568.56      111.06615      98.116625      96.394493     -522.37806     -454.09703     -542.34192     -570.69523      1050452.8    
      7900   288.86131      139487         111.1196       98.081826      96.363139      3.2753126     -270.96279      217.70405      63.084674      1050243.8    
      8000   289.9281       139739.75      111.17304      98.043749      96.328406     -488.67151     -784.22615     -369.33194     -312.45644      1049962.5    
      8100   290.68679      140027.64      111.22649      98.003874      96.292447      119.66249     -77.443148      21.629712      414.80089      1049648.1    
      8200   289.42831      139065.48      111.27994      97.971214      96.269825     -179.25066     -507.41766     -13.58998      -16.744352      1049555.9    
      8300   288.84846      139622.99      111.33339      97.939964      96.250165     -392.06545     -513.95508     -487.19915     -175.04211      1049510.7    
      8400   290.06465      139697.87      111.38684      97.906116      96.229428     -247.9073      -403.5809      -278.78521     -61.355786      1049425.5    
      8500   289.11901      139348.9       111.44029      97.867279      96.206914     -278.28646     -550.3945      -167.85477     -116.6101       1049267      
      8600   289.32498      139376.61      111.49374      97.831078      96.189007      91.676344     -128.04059      179.71361      223.35601      1049186.6    
      8700   289.09495      139542.66      111.54718      97.801056      96.172608     -437.84356     -1030.1481      84.717031     -368.09961      1049188.6    
      8800   289.04723      139200.33      111.60063      97.768718      96.148198     -216.382       -288.60279     -64.645252     -295.89796      1049077.9    
      8900   289.83444      139608.43      111.65408      97.734852      96.115946     -251.71511     -674.65959      154.80629     -235.29203      1048864.8    
      9000   291.56795      139948.5       111.70753      97.702551      96.077054     -431.0302      -843.92654     -413.07148     -36.092572      1048595.6    
      9100   289.34968      139398.78      111.76098      97.667878      96.040806     -1.3107088     -436.90071      199.78891      233.17967      1048329.4    
      9200   288.34517      139245.67      111.81443      97.636793      95.999986     -509.91863     -635.10707     -52.657052     -841.99177      1048051.2    
      9300   288.71271      139442.06      111.86788      97.612845      95.953536     -229.5312      -418.58625      79.69593      -349.70327      1047787.8    
      9400   290.36198      140031.8       111.92132      97.589074      95.904117     -97.726682     -111.15181     -166.01004     -16.018198      1047493.4    
      9500   289.71391      139384.46      111.97477      97.568124      95.859657     -250.9338      -543.84869      159.98876     -368.94148      1047282.9    
      9600   290.48437      139419.42      112.02822      97.544925      95.81791      -436.00991     -513.27977     -176.6526      -618.09737      1047077.5    
      9700   291.28046      140096.62      112.08167      97.517863      95.77965      -416.81673     -667.36015     -356.70231     -226.38772      1046868.2    
      9800   289.70192      139061.81      112.13512      97.489188      95.748243     -409.50443     -344.81821     -460.83084     -422.86423      1046716.1    
      9900   290.89406      139992.81      112.18857      97.454019      95.711288     -347.53958     -915.18967     -155.77884      28.349761      1046433.2    
     10000   290.00741      139457.49      112.24202      97.422209      95.671446     -319.91752     -725.19126     -40.751945     -193.80936      1046154.4    
     10100   290.4247       139187.76      112.29546      97.396563      95.638078     -398.479       -578.82494     -223.81594     -392.79612      1046012.1    
     10200   289.07266      139364.17      112.34891      97.371864      95.599071     -42.94644      -473.54607      355.79531     -11.088556      1045817.8    
     10300   288.98562      139392.97      112.40236      97.350801      95.562346     -463.96859     -856.60175     -205.09184     -330.21219      1045687.1    
     10400   290.99279      139898.48      112.45581      97.326893      95.530243     -332.68521     -538.70003     -382.2319      -77.12369       1045576.1    
     10500   290.28348      139418.73      112.50926      97.296747      95.495223     -737.20545     -1103.9812     -475.93075     -631.70439      1045365.7    
     10600   289.01323      139025.67      112.56271      97.261183      95.451507     -334.88595     -484.10096     -468.04809     -52.5088        1045001.4    
     10700   289.6446       139455.74      112.61616      97.222959      95.41284      -123.58957     -761.48022      187.50045      203.21105      1044663.4    
     10800   289.6213       139497.79      112.6696       97.183775      95.383475     -48.821617     -64.598798     -138.34192      56.475862      1044416.4    
     10900   289.6422       139377.89      112.72305      97.149668      95.350177     -269.72931     -624.40524     -45.019133     -139.76355      1044180.5    
     11000   289.99177      139576.53      112.7765       97.115696      95.312233     -197.42532     -408.38681      41.224712     -225.11386      1043894.7    
     11100   290.37619      139634.5       112.82995      97.082512      95.275608     -185.40885     -402.2911      -145.56196     -8.3734976      1043631.4    
     11200   291.77212      140052.71      112.8834       97.04838       95.239345     -499.34273     -1025.56       -273.26125     -199.20691      1043361.4    
     11300   290.88974      139941.43      112.93685      97.015454      95.204575     -249.62489     -219.57227     -313.8637      -215.43869      1043120.3    
     11400   289.14538      139276.27      112.9903       96.978865      95.172197     -636.16764     -1080.7374     -399.8224      -427.94315      1042865.6    
     11500   291.9158       139828.56      113.04375      96.94343       95.132628      120.87087     -182.49246      162.96069      382.14439      1042544      
     11600   291.57942      139962.03      113.09719      96.917329      95.097872     -315.90954     -475.85995      192.62321     -664.49189      1042375.2    
     11700   290.62299      139468.02      113.15064      96.89567       95.05937      -379.43507     -705.43721     -480.29847      47.43047       1042212.6    
     11800   289.79654      139296.61      113.20409      96.868802      95.02086       70.864851      202.73251     -36.899566      46.761605      1041993.5    
     11900   290.40376      139386.93      113.25754      96.845241      94.984785     -282.0681      -450.17685     -252.93392     -143.09353      1041836.2    
     12000   289.04561      139153.24      113.31099      96.828966      94.956553     -158.8639      -467.23829      268.79289     -278.1463       1041843      
     12100   289.05642      138931.48      113.36444      96.809311      94.927263     -348.60441     -606.10955     -390.47671     -49.226956      1041801.4    
     12200   289.73969      139340.98      113.41789      96.785102      94.90158      -49.34446      -664.63156      294.99209      221.60609      1041750      
     12300   290.33834      139217.29      113.47133      96.763465      94.878049     -658.95817     -963.58801     -785.9725      -227.31401      1041749.5    
     12400   289.37267      139054.62      113.52478      96.732514      94.855089     -199.86894     -485.28595      460.38941     -574.71028      1041654.7    
     12500   289.49266      139388.57      113.57823      96.699574      94.828884     -262.05819     -668.82128     -342.84349      225.49021      1041502.5    
     12600   291.29177      139912.87      113.63168      96.671953      94.800567     -275.42712     -542.11978     -18.781003     -265.38056      1041383.9    
     12700   290.33646      139373.54      113.68513      96.639455      94.774033     -23.15526      -397.88886     -56.894486      385.31757      1041232      
     12800   291.50855      139749.92      113.73858      96.611547      94.751495     -522.09379     -829.90569     -339.60067     -396.775        1041173      
     12900   289.66126      139309.07      113.79203      96.577987      94.722695     -221.27072     -469.60644     -325.85777      131.65204      1040983.9    
     13000   290.42284      139075.7       113.84547      96.538791      94.693667     -372.16796     -773.36563     -186.85637     -156.28189      1040731.2    
     13100   288.83196      139094.98      113.89892      96.498995      94.661975     -236.25053     -655.42459      184.04729     -237.37428      1040442.2    
     13200   290.47467      139404.27      113.95237      96.464165      94.634219     -52.927175     -372.35663      218.2004      -4.6252955      1040249.6    
     13300   289.51388      139331.65      114.00582      96.430541      94.600162     -265.8698      -723.51459     -149.77114      75.676337      1040000.4    
     13400   289.10748      138841.9       114.05927      96.400185      94.564548     -405.57159     -730.11577     -0.15727491    -486.44172      1039768.8    
     13500   290.46868      139656.5       114.11272      96.369169      94.532831     -190.47197     -669.65252      16.416683      81.819929      1039572.6    
     13600   290.46389      139498.14      114.16617      96.35003       94.502658     -399.51207     -347.55687     -457.43344     -393.54591      1039521.1    
     13700   288.42091      138690.26      114.21961      96.330302      94.467971     -276.54531     -756.86812     -363.73894      290.97112      1039413.1    
     13800   291.13079      139421.93      114.27306      96.310642      94.435398     -50.32324      -150.98335     -29.305661      29.319291      1039328.8    
     13900   288.52357      138896.33      114.32651      96.292573      94.41135      -320.79918     -653.16363     -16.850078     -292.38383      1039355.1    
     14000   289.5444       139231.59      114.37996      96.272089      94.382635     -120.971       -427.59384     -29.86054       94.541385      1039303.6    
     14100   290.10195      139401.86      114.43341      96.254045      94.350118     -230.96963     -415.98978     -361.9838       85.064691      1039236.2    
     14200   290.59798      139662.12      114.48686      96.234379      94.316613     -269.17358     -379.1863      -33.874051     -394.46038      1039140      
     14300   290.90091      139895.96      114.54031      96.213184      94.284407      123.75935     -583.39034      216.01084      738.65757      1039041.3    
     14400   290.04447      139480.43      114.59375      96.199222      94.260115     -339.79123     -884.09843      258.72775     -394.00302      1039107.5    
     14500   289.83628      139235.16      114.6472       96.183557      94.23392      -392.10817     -643.49456     -424.39852     -108.43141      1039134      
     14600   289.97343      139203.55      114.70065      96.158187      94.204267     -412.47686     -871.69599     -49.966967     -315.76761      1039017.2    
     14700   289.49755      139199.67      114.7541       96.140313      94.175561     -549.77699     -1057.9377     -262.13343     -329.25987      1038991.4    
     14800   289.19071      139243.48      114.80755      96.128609      94.148016     -25.609809     -387.15077      116.82401      193.49734      1039044.8    
     14900   290.28622      139737.71      114.861        96.117732      94.126184     -293.5435      -580.92944      10.122734     -309.8238       1039169.9    
     15000   291.089        139549.84      114.91445      96.112383      94.101739     -250.63638     -275.00466      2.1567445     -479.06123      1039325.6    
     15100   289.94475      139275.05      114.96789      96.108003      94.072063     -576.10729     -778.43329     -556.89041     -392.99816      1039433.7    
     15200   291.20632      140123.13      115.02134      96.090356      94.037857     -153.74902     -405.88706      310.43589     -365.79588      1039347.9    
     15300   290.55503      138963.5       115.07479      96.072934      94.002699     -178.18392     -422.66921     -102.92569     -8.956857       1039253.7    
     15400   288.98183      138847.62      115.12824      96.052149      93.97065      -53.879275     -468.26395      52.826519      253.7996       1039157      
     15500   290.90431      139211.12      115.18169      96.029901      93.937555     -94.046472     -498.68795      317.07605     -100.52752      1039032.6    
     15600   289.62702      138783         115.23514      96.007792      93.903326     -349.91882     -513.61738     -334.55552     -201.58356      1038896.7    
     15700   290.17018      139126.66      115.28859      95.981013      93.863534     -97.201085     -374.95771      240.68298     -157.32853      1038648.4    
     15800   291.95957      139449.92      115.34203      95.956594      93.830639     -288.82474     -523.23501     -164.70509     -178.53413      1038501.4    
     15900   290.15907      139334.74      115.39548      95.935214      93.800758     -105.50436     -586.62118      350.1798      -80.071708      1038420.4    
     16000   290.38192      139079.29      115.44893      95.919554      93.772525     -299.96899     -593.24392     -26.148336     -280.51472      1038419.1    
     16100   289.63257      138906.79      115.50238      95.907634      93.744557     -278.78937     -431.75203     -335.50822     -69.107879      1038461      
     16200   289.22412      139036.77      115.55583      95.891416      93.707679     -426.1187      -750.91618     -105.73949     -421.70041      1038357.2    
     16300   288.99946      139015.58      115.60928      95.875397      93.672845     -24.304348     -239.86802      218.8192      -51.864224      1038277.8    
     16400   289.93873      139609.93      115.66273      95.86374       93.642735     -575.60733     -1111.1856     -334.37981     -281.25659      1038297.7    
     16500   289.78719      138946.78      115.71617      95.840474      93.608462     -134.73896     -6.0942336     -220.74961     -177.37302      1038145.3    
     16600   289.65945      138952.3       115.76962      95.807268      93.569854     -584.31715     -1224.8542     -511.37583     -16.721449      1037836.7    
     16700   290.76544      139260.66      115.82307      95.764473      93.527012     -745.32455     -1050.3912     -353.44056     -832.14192      1037376.9    
     16800   289.89694      139036.2       115.87652      95.714663      93.482844      4.0599656     -380.18322      136.66178      255.70134      1036825.9    
     16900   288.54688      138907.66      115.92997      95.675832      93.445997     -188.88211     -427.26504     -63.938971     -75.442313      1036474.6    
     17000   290.77911      139869.07      115.98342      95.6454        93.417848      75.626608      15.13952       192.70238      19.037926      1036310.4    
     17100   290.29087      139757.28      116.03687      95.624784      93.393556     -319.39301     -446.52515     -537.32052      25.666627      1036294.9    
     17200   290.2023       139366.58      116.09031      95.606203      93.369211     -512.51335     -1019.0616     -23.465805     -495.01264      1036300.6    
     17300   290.86518      139691.57      116.14376      95.591175      93.341083     -365.11896     -805.01426      48.308945     -338.65157      1036302.5    
     17400   289.77045      139352.13      116.19721      95.571813      93.306875     -353.66295     -786.00345     -36.885939     -238.09945      1036189.5    
     17500   289.77226      139122.4       116.25066      95.550918      93.275508     -397.02203     -970.58057     -28.463149     -192.02238      1036091      
     17600   290.23793      139282.82      116.30411      95.533314      93.245629     -514.13396     -735.13602     -373.93449     -433.33137      1036044.4    
     17700   290.7996       139188.86      116.35756      95.506383      93.213612     -368.90009     -928.58809     -91.219729     -86.892442      1035872.6    
     17800   290.8354       140001.78      116.41101      95.476113      93.183373     -51.441162     -409.78713      50.815909      204.64773      1035683.8    
     17900   291.00414      139316.23      116.46445      95.447202      93.155183     -325.09011     -950.05209      74.473071     -99.691313      1035532.2    
     18000   289.80201      138960.98      116.5179       95.419422      93.126501     -232.60148     -611.09262     -94.051308      7.3394721      1035387      
     18100   290.20139      139262.62      116.57135      95.395528      93.098097     -333.96126     -533.72927     -548.46133      80.306825      1035286.7    
     18200   289.35741      139246.41      116.6248       95.361259      93.072846     -334.75006     -772.90805      129.71884     -361.06097      1035108.5    
     18300   290.49469      139413.91      116.67825      95.334129      93.048544      94.975963     -105.26325      275.80934      114.3818       1035018      
     18400   289.5931       139112.05      116.7317       95.308548      93.019599     -632.92844     -1330.4396     -347.91833     -220.42737      1034892.2    
     18500   290.26041      139097         116.78515      95.274221      92.9926       -153.80766     -89.612572      372.50091     -744.31131      1034692.7    
     18600   290.35677      139389.41      116.83859      95.245353      92.964492     -412.37616     -895.08915     -141.6507      -200.38864      1034539.8    
     18700   288.53003      138741.62      116.89204      95.22424       92.929682     -499.10846     -975.78366     -183.49609     -338.04563      1034396.2    
     18800   289.96148      139299.62      116.94549      95.205885      92.888435     -228.45052     -397.0135      -58.186055     -230.152        1034210.5    
     18900   289.12226      138813.2       116.99894      95.189126      92.851306     -470.0243      -976.72916     -223.66139     -209.68235      1034087.5    
     19000   290.53491      138915.43      117.05239      95.168311      92.818479      53.1359       -386.11079      96.71068       448.80781      1033968      
     19100   289.4932       138590.8       117.10584      95.14597       92.788299     -693.29029     -1145.9126     -321.28549     -612.67281      1033861      
     19200   288.50851      138952.4       117.15929      95.124026      92.75872      -337.67443     -679.15909     -159.87721     -173.987        1033764.7    
     19300   289.95475      139335.82      117.21273      95.108952      92.735471     -409.38991     -940.11706     -209.48976     -78.5629        1033813.2    
     19400   289.59441      139191.07      117.26618      95.091907      92.7104       -530.57502     -1078.9156     -519.87443      7.0649798      1033819.7    
     19500   290.11091      138638.67      117.31963      95.067091      92.685321     -82.51885      -317.57092      110.91747     -40.903097      1033741.3    
     19600   290.4348       139088.08      117.37308      95.052266      92.661039     -250.55217     -964.41323      184.02102      28.735694      1033780      
     19700   290.30274      138940.08      117.42653      95.03893       92.643564     -365.67071     -840.51541     -288.30457      31.807841      1033910.7    
     19800   288.7744       138835.45      117.47998      95.023479      92.632198     -131.7872      -507.26907      195.86875     -83.961281      1034086.2    
     19900   290.54205      139468.45      117.53343      95.007279      92.613544     -473.80084     -700.46502     -212.79481     -508.14271      1034172      
     20000   289.79994      139265.98      117.58687      94.990633      92.589045     -5.0433934     -311.14239      15.921723      280.09049      1034187.4    
     20100   290.16671      139161.85      117.64032      94.974461      92.563994     -241.69086     -477.7919       41.226593     -288.50727      1034201.4    
     20200   290.5583       139083.63      117.69377      94.963296      92.539852     -300.85072     -566.48255     -217.15049     -118.91913      1034279.8    
     20300   289.66473      139125.31      117.74722      94.945624      92.509133     -332.63334     -597.18297     -53.395845     -347.32122      1034213.5    
     20400   289.47888      138500.56      117.80067      94.919808      92.481661     -358.39762     -698.26604     -499.95188      123.02506      1034094.5    
     20500   289.50762      138715.76      117.85412      94.887704      92.453025     -308.68861     -571.10564      20.946525     -375.90671      1033893.5    
     20600   290.17223      138981.26      117.90757      94.858548      92.419417     -349.27579     -731.16031     -71.138504     -245.52856      1033668.7    
     20700   289.85814      139133.26      117.96101      94.830631      92.390002     -186.20591     -511.24001     -27.849844     -19.527861      1033503.9    
     20800   290.65624      139082.87      118.01446      94.801348      92.363989      19.048352     -630.06316      373.53824      313.66998      1033361.9    
     20900   290.30236      139159.52      118.06791      94.780637      92.338271     -332.53898     -653.86661      63.956457     -407.70678      1033316.2    
     21000   289.83091      139120.66      118.12136      94.757638      92.304787     -362.96821     -813.23623      36.635275     -312.30369      1033158.4    
     21100   291.7836       139314.69      118.17481      94.733367      92.266721     -175.7763      -732.8779       158.47394      47.075069      1032934.9    
     21200   290.51805      138906.53      118.22826      94.716596      92.23533       119.36688     -512.45661      709.13064      161.42661      1032867.7    
     21300   289.87957      138879.32      118.28171      94.708027      92.211801     -577.67952     -825.10515     -563.35815     -344.57528      1032977.5    
     21400   288.64783      138765.68      118.33515      94.686278      92.17902      -102.57829     -442.11856      145.65085     -11.267168      1032839.7    
     21500   290.20543      139073.32      118.3886       94.668416      92.144126     -120.35637     -742.4595       408.56119     -27.170809      1032720.2    
     21600   290.22347      139060.5       118.44205      94.646052      92.106656     -638.6804      -773.72605     -546.34542     -595.96973      1032522.3    
     21700   290.23695      139104.75      118.4955       94.617218      92.075038     -5.8134284     -793.14466      343.19027      432.51411      1032319.1    
     21800   288.76948      138657.33      118.54895      94.595165      92.048528     -197.71274     -523.71391     -336.31751      266.8932       1032246.7    
